,GeneID,GO_acc,geneLink,GOLink,GO,gene_id_go,gene_description
56,25176,GO:0005515,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0005515,protein binding,Slc25a5,solute carrier family 25 member 5
57,25176,GO:0005634,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0005634,nucleus,Slc25a5,solute carrier family 25 member 5
58,25176,GO:0005739,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0005739,mitochondrion,Slc25a5,solute carrier family 25 member 5
59,25176,GO:0005743,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0005743,mitochondrial inner membrane,Slc25a5,solute carrier family 25 member 5
60,25176,GO:0007059,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0007059,chromosome segregation,Slc25a5,solute carrier family 25 member 5
61,25176,GO:0008284,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0008284,positive regulation of cell proliferation,Slc25a5,solute carrier family 25 member 5
62,25176,GO:0016020,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0016020,membrane,Slc25a5,solute carrier family 25 member 5
63,25176,GO:0016021,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0016021,integral component of membrane,Slc25a5,solute carrier family 25 member 5
64,25176,GO:0042645,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0042645,mitochondrial nucleoid,Slc25a5,solute carrier family 25 member 5
65,25176,GO:0044822,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0044822,poly(A) RNA binding,Slc25a5,solute carrier family 25 member 5
66,25176,GO:0055085,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0055085,transmembrane transport,Slc25a5,solute carrier family 25 member 5
67,25176,GO:0070062,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0070062,extracellular vesicular exosome,Slc25a5,solute carrier family 25 member 5
68,25176,GO:0071817,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:0071817,MMXD complex,Slc25a5,solute carrier family 25 member 5
69,25176,GO:1901029,https://www.ncbi.nlm.nih.gov/gene/?term=25176,http://amigo.geneontology.org/amigo/term/GO:1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,Slc25a5,solute carrier family 25 member 5
70,24818,GO:0000242,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0000242,pericentriolar material,Tcp1,t-complex 1
71,24818,GO:0000792,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0000792,heterochromatin,Tcp1,t-complex 1
72,24818,GO:0001669,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0001669,acrosomal vesicle,Tcp1,t-complex 1
73,24818,GO:0002199,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0002199,zona pellucida receptor complex,Tcp1,t-complex 1
74,24818,GO:0005524,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005524,ATP binding,Tcp1,t-complex 1
75,24818,GO:0005720,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005720,nuclear heterochromatin,Tcp1,t-complex 1
76,24818,GO:0005794,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005794,Golgi apparatus,Tcp1,t-complex 1
77,24818,GO:0005813,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005813,centrosome,Tcp1,t-complex 1
78,24818,GO:0005815,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005815,microtubule organizing center,Tcp1,t-complex 1
79,24818,GO:0005832,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005832,chaperonin-containing T-complex,Tcp1,t-complex 1
80,24818,GO:0005874,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005874,microtubule,Tcp1,t-complex 1
81,24818,GO:0005886,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0005886,plasma membrane,Tcp1,t-complex 1
82,24818,GO:0006457,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0006457,protein folding,Tcp1,t-complex 1
83,24818,GO:0007286,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0007286,spermatid development,Tcp1,t-complex 1
84,24818,GO:0007339,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0007339,binding of sperm to zona pellucida,Tcp1,t-complex 1
85,24818,GO:0030054,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0030054,cell junction,Tcp1,t-complex 1
86,24818,GO:0044297,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0044297,cell body,Tcp1,t-complex 1
87,24818,GO:0044822,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0044822,poly(A) RNA binding,Tcp1,t-complex 1
88,24818,GO:0051082,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0051082,unfolded protein binding,Tcp1,t-complex 1
89,24818,GO:0070062,https://www.ncbi.nlm.nih.gov/gene/?term=24818,http://amigo.geneontology.org/amigo/term/GO:0070062,extracellular vesicular exosome,Tcp1,t-complex 1
90,24399,GO:0004352,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0004352,glutamate dehydrogenase (NAD+) activity,Glud1,glutamate dehydrogenase 1
91,24399,GO:0004353,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,Glud1,glutamate dehydrogenase 1
92,24399,GO:0005524,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005524,ATP binding,Glud1,glutamate dehydrogenase 1
93,24399,GO:0005525,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005525,GTP binding,Glud1,glutamate dehydrogenase 1
94,24399,GO:0005737,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005737,cytoplasm,Glud1,glutamate dehydrogenase 1
95,24399,GO:0005739,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005739,mitochondrion,Glud1,glutamate dehydrogenase 1
96,24399,GO:0005743,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005743,mitochondrial inner membrane,Glud1,glutamate dehydrogenase 1
97,24399,GO:0005759,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0005759,mitochondrial matrix,Glud1,glutamate dehydrogenase 1
98,24399,GO:0006537,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0006537,glutamate biosynthetic process,Glud1,glutamate dehydrogenase 1
99,24399,GO:0006538,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0006538,glutamate catabolic process,Glud1,glutamate dehydrogenase 1
100,24399,GO:0006541,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0006541,glutamine metabolic process,Glud1,glutamate dehydrogenase 1
101,24399,GO:0007616,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0007616,long-term memory,Glud1,glutamate dehydrogenase 1
102,24399,GO:0010044,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0010044,response to aluminum ion,Glud1,glutamate dehydrogenase 1
103,24399,GO:0019899,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0019899,enzyme binding,Glud1,glutamate dehydrogenase 1
104,24399,GO:0021762,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0021762,substantia nigra development,Glud1,glutamate dehydrogenase 1
105,24399,GO:0032024,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0032024,positive regulation of insulin secretion,Glud1,glutamate dehydrogenase 1
106,24399,GO:0043531,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0043531,ADP binding,Glud1,glutamate dehydrogenase 1
107,24399,GO:0055114,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0055114,oxidation-reduction process,Glud1,glutamate dehydrogenase 1
108,24399,GO:0070403,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0070403,NAD+ binding,Glud1,glutamate dehydrogenase 1
109,24399,GO:0070728,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0070728,leucine binding,Glud1,glutamate dehydrogenase 1
110,24399,GO:0072350,https://www.ncbi.nlm.nih.gov/gene/?term=24399,http://amigo.geneontology.org/amigo/term/GO:0072350,tricarboxylic acid metabolic process,Glud1,glutamate dehydrogenase 1
111,24192,GO:0001894,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0001894,tissue homeostasis,Akr1b1,aldo-keto reductase family 1 member B
112,24192,GO:0004032,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0004032,alditol:NADP+ 1-oxidoreductase activity,Akr1b1,aldo-keto reductase family 1 member B
113,24192,GO:0005615,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005615,extracellular space,Akr1b1,aldo-keto reductase family 1 member B
114,24192,GO:0005634,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005634,nucleus,Akr1b1,aldo-keto reductase family 1 member B
115,24192,GO:0005730,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005730,nucleolus,Akr1b1,aldo-keto reductase family 1 member B
116,24192,GO:0005737,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005737,cytoplasm,Akr1b1,aldo-keto reductase family 1 member B
117,24192,GO:0005829,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005829,cytosol,Akr1b1,aldo-keto reductase family 1 member B
118,24192,GO:0005996,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0005996,monosaccharide metabolic process,Akr1b1,aldo-keto reductase family 1 member B
119,24192,GO:0006061,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0006061,sorbitol biosynthetic process,Akr1b1,aldo-keto reductase family 1 member B
120,24192,GO:0009414,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0009414,response to water deprivation,Akr1b1,aldo-keto reductase family 1 member B
121,24192,GO:0010033,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0010033,response to organic substance,Akr1b1,aldo-keto reductase family 1 member B
122,24192,GO:0018931,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0018931,naphthalene metabolic process,Akr1b1,aldo-keto reductase family 1 member B
123,24192,GO:0031098,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0031098,stress-activated protein kinase signaling cascade,Akr1b1,aldo-keto reductase family 1 member B
124,24192,GO:0032838,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0032838,cell projection cytoplasm,Akr1b1,aldo-keto reductase family 1 member B
125,24192,GO:0033010,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0033010,paranodal junction,Akr1b1,aldo-keto reductase family 1 member B
126,24192,GO:0042415,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0042415,norepinephrine metabolic process,Akr1b1,aldo-keto reductase family 1 member B
127,24192,GO:0042629,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0042629,mast cell granule,Akr1b1,aldo-keto reductase family 1 member B
128,24192,GO:0043220,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0043220,Schmidt-Lanterman incisure,Akr1b1,aldo-keto reductase family 1 member B
129,24192,GO:0043795,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0043795,glyceraldehyde oxidoreductase activity,Akr1b1,aldo-keto reductase family 1 member B
130,24192,GO:0044597,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0044597,daunorubicin metabolic process,Akr1b1,aldo-keto reductase family 1 member B
131,24192,GO:0044598,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0044598,doxorubicin metabolic process,Akr1b1,aldo-keto reductase family 1 member B
132,24192,GO:0046427,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0046427,positive regulation of JAK-STAT cascade,Akr1b1,aldo-keto reductase family 1 member B
133,24192,GO:0048471,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0048471,perinuclear region of cytoplasm,Akr1b1,aldo-keto reductase family 1 member B
134,24192,GO:0048661,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0048661,positive regulation of smooth muscle cell proliferation,Akr1b1,aldo-keto reductase family 1 member B
135,24192,GO:0055114,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0055114,oxidation-reduction process,Akr1b1,aldo-keto reductase family 1 member B
136,24192,GO:0060135,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0060135,maternal process involved in female pregnancy,Akr1b1,aldo-keto reductase family 1 member B
137,24192,GO:0070062,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0070062,extracellular vesicular exosome,Akr1b1,aldo-keto reductase family 1 member B
138,24192,GO:0070301,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0070301,cellular response to hydrogen peroxide,Akr1b1,aldo-keto reductase family 1 member B
139,24192,GO:0072061,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0072061,inner medullary collecting duct development,Akr1b1,aldo-keto reductase family 1 member B
140,24192,GO:0097066,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0097066,response to thyroid hormone,Akr1b1,aldo-keto reductase family 1 member B
141,24192,GO:0097238,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0097238,cellular response to methylglyoxal,Akr1b1,aldo-keto reductase family 1 member B
142,24192,GO:0097454,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:0097454,Schwann cell microvillus,Akr1b1,aldo-keto reductase family 1 member B
143,24192,GO:1901653,https://www.ncbi.nlm.nih.gov/gene/?term=24192,http://amigo.geneontology.org/amigo/term/GO:1901653,cellular response to peptide,Akr1b1,aldo-keto reductase family 1 member B
144,24988,GO:0001916,https://www.ncbi.nlm.nih.gov/gene/?term=24988,http://amigo.geneontology.org/amigo/term/GO:0001916,positive regulation of T cell mediated cytotoxicity,RT1-M2,RT1 class Ib locus M2
145,24988,GO:0002474,https://www.ncbi.nlm.nih.gov/gene/?term=24988,http://amigo.geneontology.org/amigo/term/GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,RT1-M2,RT1 class Ib locus M2
146,24988,GO:0006955,https://www.ncbi.nlm.nih.gov/gene/?term=24988,http://amigo.geneontology.org/amigo/term/GO:0006955,immune response,RT1-M2,RT1 class Ib locus M2
147,24988,GO:0009986,https://www.ncbi.nlm.nih.gov/gene/?term=24988,http://amigo.geneontology.org/amigo/term/GO:0009986,cell surface,RT1-M2,RT1 class Ib locus M2
148,24988,GO:0016021,https://www.ncbi.nlm.nih.gov/gene/?term=24988,http://amigo.geneontology.org/amigo/term/GO:0016021,integral component of membrane,RT1-M2,RT1 class Ib locus M2
